uf,localidade,faixa_inicio,faixa_fim,situacao,tipo_faixa
RS,Maximiliano de Almeida,99890-000,99894-999,Não codificada por logradouros,Total do município
RS,Minas do Leão,96755-000,96759-999,Não codificada por logradouros,Total do município
RS,Miraguaí,98540-000,98549-999,Não codificada por logradouros,Total do município
RS,Montauri,99255-000,99259-999,Não codificada por logradouros,Total do município
RS,Monte Alegre dos Campos,95236-000,95239-999,Não codificada por logradouros,Total do município
RS,Monte Belo do Sul,95718-000,95719-999,Não codificada por logradouros,Total do município
RS,Montenegro,92510-001,92539-999,Codificado por logradouros,Total do município
RS,Montenegro,92510-001,92529-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Mormaço,99315-000,99319-999,Não codificada por logradouros,Total do município
RS,Morrinhos do Sul,95577-000,95579-999,Não codificada por logradouros,Total do município
RS,Morro Redondo,96150-000,96154-999,Não codificada por logradouros,Total do município
RS,Morro Reuter,93990-000,93994-999,Não codificada por logradouros,Total do município
RS,Mostardas,96270-000,96289-999,Não codificada por logradouros,Total do município
RS,Muçum,95970-000,95971-999,Não codificada por logradouros,Total do município
RS,Muitos Capões,95230-000,95235-999,Não codificada por logradouros,Total do município
RS,Muliterno,99990-000,99999-999,Não codificada por logradouros,Total do município
RS,Não-Me-Toque,99470-000,99489-999,Não codificada por logradouros,Total do município
RS,Nicolau Vergueiro,99175-000,99179-999,Não codificada por logradouros,Total do município
RS,Nonoai,99600-000,99604-999,Não codificada por logradouros,Total do município
RS,Nova Alvorada,95985-000,95989-999,Não codificada por logradouros,Total do município
RS,Nova Araçá,95350-000,95354-999,Não codificada por logradouros,Total do município
RS,Nova Bassano,95340-000,95344-999,Não codificada por logradouros,Total do município
RS,Nova Boa Vista,99580-000,99584-999,Não codificada por logradouros,Total do município
RS,Nova Bréscia,95950-000,95954-999,Não codificada por logradouros,Total do município
RS,Nova Candelária,98919-000,98919-999,Não codificada por logradouros,Total do município
RS,Nova Esperança do Sul,97770-000,97799-999,Não codificada por logradouros,Total do município
RS,Nova Hartz,93890-000,93899-999,Não codificada por logradouros,Total do município
RS,Nova Pádua,95275-000,95279-999,Não codificada por logradouros,Total do município
RS,Nova Palma,97250-000,97279-999,Não codificada por logradouros,Total do município
RS,Nova Petrópolis,95150-000,95165-999,Não codificada por logradouros,Total do município
RS,Nova Prata,95320-000,95324-999,Não codificada por logradouros,Total do município
RS,Nova Ramada,98758-000,98759-999,Não codificada por logradouros,Total do município
RS,Nova Roma do Sul,95260-000,95269-999,Não codificada por logradouros,Total do município
RS,Nova Santa Rita,92480-000,92499-999,Não codificada por logradouros,Total do município
RS,Novo Barreiro,98338-000,98339-999,Não codificada por logradouros,Total do município
RS,Novo Cabrais,96545-000,96569-999,Não codificada por logradouros,Total do município
RS,Novo Hamburgo,93300-001,93599-999,Codificado por logradouros,Total do município
RS,Novo Hamburgo,93300-001,93599-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Novo Machado,98955-000,98957-999,Não codificada por logradouros,Total do município
RS,Novo Tiradentes,98370-000,98379-999,Não codificada por logradouros,Total do município
RS,Novo Xingu,99687-000,99689-999,Não codificada por logradouros,Total do município
RS,Osório,94660-001,94679-999,Em codificação por logradouros,Total do município
RS,Osório,95520-000,95529-999,Em codificação por logradouros,Total do município
RS,Osório,94660-001,94678-899,Em codificação por logradouros,Exclusiva da sede urbana
RS,Paim Filho,99850-000,99854-999,Não codificada por logradouros,Total do município
RS,Palmares do Sul,95540-000,95551-999,Não codificada por logradouros,Total do município
RS,Palmeira das Missões,98300-000,98319-999,Não codificada por logradouros,Total do município
RS,Palmitinho,98430-000,98434-999,Não codificada por logradouros,Total do município
RS,Panambi,98280-000,98289-999,Não codificada por logradouros,Total do município
RS,Pantano Grande,96690-000,96699-999,Não codificada por logradouros,Total do município
RS,Paraí,95360-000,95364-999,Não codificada por logradouros,Total do município
RS,Paraíso do Sul,96530-000,96534-999,Não codificada por logradouros,Total do município
RS,Pareci Novo,95783-000,95784-999,Não codificada por logradouros,Total do município
RS,Parobé,95630-000,95649-999,Não codificada por logradouros,Total do município
RS,Passa Sete,96908-000,96909-999,Não codificada por logradouros,Total do município
RS,Passo do Sobrado,96685-000,96689-999,Não codificada por logradouros,Total do município
RS,Passo Fundo,99000-001,99139-999,Codificado por logradouros,Total do município
RS,Passo Fundo,99000-001,99099-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Paulo Bento,99718-000,99719-999,Não codificada por logradouros,Total do município
RS,Paverama,95865-000,95869-999,Não codificada por logradouros,Total do município
RS,Pedras Altas,96487-000,96489-999,Não codificada por logradouros,Total do município
RS,Pedro Osório,96360-000,96394-999,Não codificada por logradouros,Total do município
RS,Pejuçara,98270-000,98279-999,Não codificada por logradouros,Total do município
RS,Pelotas,96000-001,96147-999,Codificado por logradouros,Total do município
RS,Pelotas,96000-001,96099-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Picada Café,95166-000,95169-999,Não codificada por logradouros,Total do município
RS,Pinhal,98345-000,98349-999,Não codificada por logradouros,Total do município
RS,Pinhal da Serra,95390-000,95399-999,Não codificada por logradouros,Total do município
RS,Pinhal Grande,98150-000,98159-999,Não codificada por logradouros,Total do município
RS,Pinheirinho do Vale,98435-000,98439-999,Não codificada por logradouros,Total do município
RS,Pinheiro Machado,96470-000,96486-999,Não codificada por logradouros,Total do município
RS,Pinto Bandeira,95717-000,95717-999,Não codificada por logradouros,Total do município
RS,Pirapó,97885-000,97899-999,Não codificada por logradouros,Total do município
RS,Piratini,96490-000,96494-999,Não codificada por logradouros,Total do município
RS,Planalto,98470-000,98479-999,Não codificada por logradouros,Total do município
RS,Poço das Antas,95740-000,95744-999,Não codificada por logradouros,Total do município
RS,Pontão,99190-000,99199-999,Não codificada por logradouros,Total do município
RS,Ponte Preta,99735-000,99739-999,Não codificada por logradouros,Total do município
RS,Portão,93180-000,93199-999,Não codificada por logradouros,Total do município
RS,Porto Alegre,90000-001,91999-999,Codificado por logradouros,Total do município
RS,Porto Alegre,90000-001,91999-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Porto Lucena,98980-000,98984-999,Não codificada por logradouros,Total do município
RS,Porto Mauá,98947-000,98949-999,Não codificada por logradouros,Total do município
RS,Porto Vera Cruz,98985-000,98994-999,Não codificada por logradouros,Total do município
RS,Porto Xavier,98995-000,98999-999,Não codificada por logradouros,Total do município
RS,Pouso Novo,95945-000,95947-999,Não codificada por logradouros,Total do município
RS,Presidente Lucena,93945-000,93949-999,Não codificada por logradouros,Total do município
RS,Progresso,95925-000,95929-999,Não codificada por logradouros,Total do município
RS,Protásio Alves,95345-000,95349-999,Não codificada por logradouros,Total do município
RS,Putinga,95975-000,95979-999,Não codificada por logradouros,Total do município
RS,Quaraí,97560-000,97569-999,Não codificada por logradouros,Total do município
RS,Quatro Irmãos,99720-000,99724-999,Não codificada por logradouros,Total do município
RS,Quevedos,98140-000,98149-999,Não codificada por logradouros,Total do município
RS,Quinze de Novembro,98230-000,98239-999,Não codificada por logradouros,Total do município
RS,Redentora,98550-000,98559-999,Não codificada por logradouros,Total do município
RS,Relvado,95965-000,95966-999,Não codificada por logradouros,Total do município
RS,Restinga Seca,97200-000,97209-999,Não codificada por logradouros,Total do município
RS,Rio dos Índios,99610-000,99614-999,Não codificada por logradouros,Total do município
RS,Rio Grande,96200-001,96224-999,Codificado por logradouros,Total do município
RS,Rio Grande,96200-001,96224-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Pardo,96640-000,96684-999,Não codificada por logradouros,Total do município
RS,Riozinho,95695-000,95699-999,Não codificada por logradouros,Total do município
RS,Roca Sales,95735-000,95739-999,Não codificada por logradouros,Total do município
RS,Rodeio Bonito,98360-000,98367-999,Não codificada por logradouros,Total do município
RS,Rolador,97843-000,97844-999,Não codificada por logradouros,Total do município
RS,Rolante,95690-000,95694-999,Não codificada por logradouros,Total do município
RS,Ronda Alta,99670-000,99674-999,Não codificada por logradouros,Total do município
RS,Rondinha,99590-000,99599-999,Não codificada por logradouros,Total do município
RS,Roque Gonzales,97970-000,97979-999,Não codificada por logradouros,Total do município
RS,Rosário do Sul,97590-000,97609-999,Não codificada por logradouros,Total do município
RS,Sagrada Família,98330-000,98334-999,Não codificada por logradouros,Total do município
RS,Saldanha Marinho,98250-000,98269-999,Não codificada por logradouros,Total do município
RS,Salto do Jacuí,99440-000,99449-999,Não codificada por logradouros,Total do município
RS,Salvador das Missões,97940-000,97949-999,Não codificada por logradouros,Total do município
RS,Salvador do Sul,95750-000,95754-999,Não codificada por logradouros,Total do município
RS,Sananduva,99840-000,99849-999,Não codificada por logradouros,Total do município
RS,Santa Bárbara do Sul,98240-000,98249-999,Não codificada por logradouros,Total do município
RS,Santa Cecília do Sul,99952-000,99954-999,Não codificada por logradouros,Total do município
RS,Santa Clara do Sul,95915-000,95917-999,Não codificada por logradouros,Total do município
RS,Santa Cruz do Sul,96800-001,96874-999,Codificado por logradouros,Total do município
RS,Santa Cruz do Sul,96800-001,96849-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Santa Margarida do Sul,97335-000,97339-999,Não codificada por logradouros,Total do município
RS,Santa Maria,97000-001,97179-999,Codificado por logradouros,Total do município
RS,Santa Maria,97000-001,97119-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Santa Maria do Herval,93995-000,93999-999,Não codificada por logradouros,Total do município
RS,Santa Rosa,98780-001,98799-999,Codificado por logradouros,Total do município
RS,Santa Rosa,98780-001,98797-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Santa Tereza,95715-000,95716-999,Não codificada por logradouros,Total do município
RS,Santa Vitória do Palmar,96230-000,96254-999,Não codificada por logradouros,Total do município
RS,Santana da Boa Vista,96590-000,96599-999,Não codificada por logradouros,Total do município
RS,Sant'Ana do Livramento,97570-001,97589-999,Codificado por logradouros,Total do município
RS,Sant'Ana do Livramento,97570-001,97584-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Santiago,97700-001,97752-999,Codificado por logradouros,Total do município
RS,Santiago,97700-001,97719-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Santo Ângelo,98800-001,98849-999,Codificado por logradouros,Total do município
RS,Santo Ângelo,98800-001,98824-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Santo Antônio da Patrulha,95500-000,95514-999,Não codificada por logradouros,Total do município
RS,Santo Antônio das Missões,97870-000,97879-999,Não codificada por logradouros,Total do município
RS,Santo Antônio do Palma,99265-000,99269-999,Não codificada por logradouros,Total do município
RS,Santo Antônio do Planalto,99525-000,99527-999,Não codificada por logradouros,Total do município
RS,Santo Augusto,98590-000,98594-999,Não codificada por logradouros,Total do município
RS,Santo Cristo,98960-000,98969-999,Não codificada por logradouros,Total do município
RS,Santo Expedito do Sul,99895-000,99899-999,Não codificada por logradouros,Total do município
RS,São Borja,97670-000,97684-999,Não codificada por logradouros,Total do município
RS,São Domingos do Sul,99270-000,99289-999,Não codificada por logradouros,Total do município
RS,São Francisco de Assis,97610-000,97639-999,Não codificada por logradouros,Total do município
RS,São Francisco de Paula,95400-000,95419-999,Não codificada por logradouros,Total do município
RS,São Gabriel,97300-001,97334-999,Codificado por logradouros,Total do município
RS,São Gabriel,97300-001,97315-999,Codificada por logradouros,Exclusiva da sede urbana
RS,São Jerônimo,96700-000,96734-999,Não codificada por logradouros,Total do município
RS,São João da Urtiga,99855-000,99859-999,Não codificada por logradouros,Total do município
RS,São João do Polêsine,97230-000,97249-999,Não codificada por logradouros,Total do município
RS,São Jorge,95365-000,95369-999,Não codificada por logradouros,Total do município
RS,São José das Missões,98325-000,98329-999,Não codificada por logradouros,Total do município
RS,São José do Herval,99380-000,99399-999,Não codificada por logradouros,Total do município
RS,São José do Hortêncio,95755-000,95757-999,Não codificada por logradouros,Total do município
RS,São José do Inhacorá,98958-000,98959-999,Não codificada por logradouros,Total do município
RS,São José do Norte,96225-000,96229-999,Não codificada por logradouros,Total do município
RS,São José do Ouro,99870-000,99877-999,Não codificada por logradouros,Total do município
RS,São José do Sul,95748-000,95749-999,Não codificada por logradouros,Total do município
RS,São José dos Ausentes,95280-000,95289-999,Não codificada por logradouros,Total do município
RS,São Leopoldo,93000-001,93179-999,Codificado por logradouros,Total do município
RS,São Leopoldo,93000-001,93179-999,Codificada por logradouros,Exclusiva da sede urbana
RS,São Lourenço do Sul,96170-000,96177-999,Não codificada por logradouros,Total do município
RS,São Luiz Gonzaga,97800-000,97842-999,Não codificada por logradouros,Total do município
RS,São Marcos,95190-000,95199-999,Não codificada por logradouros,Total do município
RS,São Martinho,98690-000,98699-999,Não codificada por logradouros,Total do município
RS,São Martinho da Serra,97190-000,97194-999,Não codificada por logradouros,Total do município
RS,São Miguel das Missões,98865-000,98869-999,Não codificada por logradouros,Total do município
RS,São Nicolau,97880-000,97884-999,Não codificada por logradouros,Total do município
RS,São Paulo das Missões,97980-000,97999-999,Não codificada por logradouros,Total do município
RS,São Pedro da Serra,95758-000,95759-999,Não codificada por logradouros,Total do município
RS,São Pedro das Missões,98323-000,98324-999,Não codificada por logradouros,Total do município
RS,São Pedro do Butiá,97920-000,97929-999,Não codificada por logradouros,Total do município
RS,São Pedro do Sul,97400-000,97409-999,Não codificada por logradouros,Total do município
RS,São Sebastião do Caí,95760-000,95764-999,Não codificada por logradouros,Total do município
RS,São Sepé,97340-000,97384-999,Não codificada por logradouros,Total do município
RS,São Valentim,99640-000,99644-999,Não codificada por logradouros,Total do município
RS,São Valentim do Sul,99240-000,99249-999,Não codificada por logradouros,Total do município
RS,São Valério do Sul,98595-000,98599-999,Não codificada por logradouros,Total do município
RS,São Vendelino,95795-000,95799-999,Não codificada por logradouros,Total do município
RS,São Vicente do Sul,97420-000,97449-999,Não codificada por logradouros,Total do município
RS,Sapiranga,93800-001,93879-999,Codificado por logradouros,Total do município
RS,Sapiranga,93800-001,93824-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Sapucaia do Sul,93200-001,93249-999,Codificado por logradouros,Total do município
RS,Sapucaia do Sul,93200-001,93249-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Sarandi,99560-000,99579-999,Não codificada por logradouros,Total do município
RS,Seberi,98380-000,98384-999,Não codificada por logradouros,Total do município
RS,Sede Nova,98675-000,98679-999,Não codificada por logradouros,Total do município
RS,Segredo,96910-000,96919-999,Não codificada por logradouros,Total do município
RS,Selbach,99450-000,99456-999,Não codificada por logradouros,Total do município
RS,Senador Salgado Filho,98895-000,98897-999,Não codificada por logradouros,Total do município
RS,Sentinela do Sul,96765-000,96769-999,Não codificada por logradouros,Total do município
RS,Serafina Corrêa,99250-000,99254-999,Não codificada por logradouros,Total do município
RS,Sério,95918-000,95919-999,Não codificada por logradouros,Total do município
RS,Sertão,99170-000,99174-999,Não codificada por logradouros,Total do município
RS,Sertão Santana,92850-000,92869-999,Não codificada por logradouros,Total do município
RS,Sete de Setembro,97960-000,97969-999,Não codificada por logradouros,Total do município
RS,Severiano de Almeida,99810-000,99819-999,Não codificada por logradouros,Total do município
RS,Silveira Martins,97195-000,97199-999,Não codificada por logradouros,Total do município
RS,Sinimbu,96890-000,96899-999,Não codificada por logradouros,Total do município
RS,Sobradinho,96900-000,96907-999,Não codificada por logradouros,Total do município
RS,Soledade,99300-000,99314-999,Não codificada por logradouros,Total do município
RS,Tabaí,95863-000,95864-999,Não codificada por logradouros,Total do município
RS,Tapejara,99950-000,99951-999,Não codificada por logradouros,Total do município
RS,Tapera,99490-000,99494-999,Não codificada por logradouros,Total do município
RS,Tapes,96760-000,96764-999,Não codificada por logradouros,Total do município
RS,Taquara,95600-001,95624-999,Codificado por logradouros,Total do município
RS,Taquara,95600-001,95613-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Taquari,95860-000,95862-999,Não codificada por logradouros,Total do município
RS,Taquaruçu do Sul,98410-000,98414-999,Não codificada por logradouros,Total do município
RS,Tavares,96290-000,96299-999,Não codificada por logradouros,Total do município
RS,Tenente Portela,98500-000,98527-999,Não codificada por logradouros,Total do município
RS,Terra de Areia,95535-000,95537-999,Não codificada por logradouros,Total do município
RS,Teutônia,95890-000,95892-999,Não codificada por logradouros,Total do município
RS,Tio Hugo,99345-000,99349-999,Não codificada por logradouros,Total do município
RS,Tiradentes do Sul,98680-000,98689-999,Não codificada por logradouros,Total do município
RS,Toropi,97418-000,97419-999,Não codificada por logradouros,Total do município
RS,Torres,94720-001,94729-999,Em codificação por logradouros,Total do município
RS,Torres,95560-000,95567-999,Em codificação por logradouros,Total do município
RS,Torres,94720-001,94729-999,Em codificação por logradouros,Exclusiva da sede urbana
RS,Tramandaí,94640-000,94649-999,Em codificação por logradouros,Total do município
RS,Tramandaí,95590-000,95594-999,Em codificação por logradouros,Total do município
RS,Tramandaí,94640-000,94649-899,Em codificação por logradouros,Exclusiva da sede urbana
RS,Travesseiro,95948-000,95949-999,Não codificada por logradouros,Total do município
RS,Três Arroios,99725-000,99729-999,Não codificada por logradouros,Total do município
RS,Três Cachoeiras,95580-000,95584-999,Não codificada por logradouros,Total do município
RS,Três Coroas,95660-000,95669-999,Não codificada por logradouros,Total do município
RS,Três de Maio,98910-000,98914-999,Não codificada por logradouros,Total do município
RS,Três Forquilhas,95575-000,95576-999,Não codificada por logradouros,Total do município
RS,Três Palmeiras,99675-000,99679-999,Não codificada por logradouros,Total do município
RS,Três Passos,98600-000,98634-999,Não codificada por logradouros,Total do município
RS,Trindade do Sul,99615-000,99639-999,Não codificada por logradouros,Total do município
RS,Triunfo,95840-000,95859-999,Não codificada por logradouros,Total do município
RS,Tucunduva,98930-000,98939-999,Não codificada por logradouros,Total do município
RS,Tunas,99330-000,99339-999,Não codificada por logradouros,Total do município
RS,Tupanci do Sul,99878-000,99879-999,Não codificada por logradouros,Total do município
RS,Tupanciretã,98170-000,98174-999,Não codificada por logradouros,Total do município
RS,Tupandi,95775-000,95777-999,Não codificada por logradouros,Total do município
RS,Tuparendi,98940-000,98946-999,Não codificada por logradouros,Total do município
RS,Turuçu,96148-000,96149-999,Não codificada por logradouros,Total do município
RS,Ubiretama,98898-000,98899-999,Não codificada por logradouros,Total do município
RS,União da Serra,99215-000,99219-999,Não codificada por logradouros,Total do município
RS,Unistalda,97755-000,97759-999,Não codificada por logradouros,Total do município
RS,Uruguaiana,97500-001,97537-999,Codificado por logradouros,Total do município
RS,Uruguaiana,97500-001,97514-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Vacaria,95200-001,95229-999,Codificado por logradouros,Total do município
RS,Vacaria,95200-001,95219-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Vale do Sol,96878-000,96879-999,Não codificada por logradouros,Total do município
RS,Vale Real,95778-000,95779-999,Não codificada por logradouros,Total do município
RS,Vale Verde,95833-000,95834-999,Não codificada por logradouros,Total do município
RS,Vanini,99290-000,99299-999,Não codificada por logradouros,Total do município
RS,Venâncio Aires,95800-000,95819-999,Não codificada por logradouros,Total do município
RS,Vera Cruz,96880-000,96887-999,Não codificada por logradouros,Total do município
RS,Veranópolis,95330-000,95332-999,Não codificada por logradouros,Total do município
RS,Vespasiano Correa,95972-000,95974-999,Não codificada por logradouros,Total do município
RS,Viadutos,99820-000,99824-999,Não codificada por logradouros,Total do município
RS,Viamão,94400-001,94599-999,Codificado por logradouros,Total do município
RS,Viamão,94400-001,94599-999,Codificada por logradouros,Exclusiva da sede urbana
RS,Vicente Dutra,98450-000,98459-999,Não codificada por logradouros,Total do município
RS,Victor Graeff,99350-000,99359-999,Não codificada por logradouros,Total do município
RS,Vila Flores,95334-000,95334-999,Não codificada por logradouros,Total do município
RS,Vila Lângaro,99955-000,99959-999,Não codificada por logradouros,Total do município
RS,Vila Maria,99155-000,99159-999,Não codificada por logradouros,Total do município
RS,Vila Nova do Sul,97385-000,97389-999,Não codificada por logradouros,Total do município
RS,Vista Alegre,98415-000,98429-999,Não codificada por logradouros,Total do município
RS,Vista Alegre do Prata,95325-000,95329-999,Não codificada por logradouros,Total do município
RS,Vista Gaúcha,98535-000,98539-999,Não codificada por logradouros,Total do município
RS,Vitória das Missões,98850-000,98854-999,Não codificada por logradouros,Total do município
RS,Westfalia,95893-000,95894-999,Não codificada por logradouros,Total do município
RS,Xangri-Lá,95588-000,95589-999,Não codificada por logradouros,Total do município
SC,Abdon Batista,89636-000,89637-999,Não codificada por logradouros,Total do município
SC,Abelardo Luz,89830-000,89831-999,Não codificada por logradouros,Total do município
SC,Agrolândia,88420-000,88429-999,Não codificada por logradouros,Total do município
SC,Agronômica,89188-000,89189-999,Não codificada por logradouros,Total do município
SC,Água Doce,89654-000,89659-999,Não codificada por logradouros,Total do município
SC,Águas de Chapecó,89883-000,89884-999,Não codificada por logradouros,Total do município
SC,Águas Frias,89843-000,89844-999,Não codificada por logradouros,Total do município
SC,Águas Mornas,88150-000,88159-999,Codificado por logradouros,Total do município
SC,Águas Mornas,88150-001,88155-999,Codificada por logradouros,Exclusiva da sede urbana
SC,Alfredo Wagner,88450-000,88459-999,Não codificada por logradouros,Total do município
SC,Alto Bela Vista,89730-000,89734-999,Não codificada por logradouros,Total do município
SC,Anchieta,89970-000,89979-999,Não codificada por logradouros,Total do município
SC,Angelina,88460-000,88469-999,Não codificada por logradouros,Total do município
SC,Anita Garibaldi,88590-000,88597-999,Não codificada por logradouros,Total do município
SC,Anitápolis,88475-000,88484-999,Não codificada por logradouros,Total do município
SC,Antônio Carlos,88180-000,88189-999,Codificado por logradouros,Total do município
SC,Antônio Carlos,88180-001,88189-999,Codificada por logradouros,Exclusiva da sede urbana
SC,Apiúna,89135-000,89135-999,Não codificada por logradouros,Total do município
SC,Arabutã,89740-000,89744-999,Não codificada por logradouros,Total do município
SC,Araquari,89245-000,89246-999,Não codificada por logradouros,Total do município
SC,Araranguá,88900-001,88913-999,Codificado por logradouros,Total do município
SC,Araranguá,88900-001,88913-999,Codificada por logradouros,Exclusiva da sede urbana
SC,Armazém,88740-000,88744-999,Não codificada por logradouros,Total do município
SC,Arroio Trinta,89590-000,89594-999,Não codificada por logradouros,Total do município
SC,Arvoredo,89778-000,89779-999,Não codificada por logradouros,Total do município
SC,Ascurra,89138-000,89139-999,Não codificada por logradouros,Total do município
SC,Atalanta,88410-000,88419-999,Não codificada por logradouros,Total do município
SC,Aurora,89186-000,89187-999,Não codificada por logradouros,Total do município
SC,Balneário Arroio do Silva,88914-000,88914-999,Não codificada por logradouros,Total do município
SC,Balneário Barra do Sul,89247-000,89247-999,Não codificada por logradouros,Total do município
SC,Balneário Camboriú,88330-001,88339-999,Codificado por logradouros,Total do município
SC,Balneário Camboriú,88330-001,88339-999,Codificada por logradouros,Exclusiva da sede urbana
SC,Balneário Gaivota,88955-000,88959-999,Não codificada por logradouros,Total do município
SC,Balneário Piçarras,88380-000,88384-999,Não codificada por logradouros,Total do município
SC,Balneário Rincão,88836-000,88836-999,Não codificada por logradouros,Total do município
SC,Bandeirante,89905-000,89905-999,Não codificada por logradouros,Total do município
SC,Barra Bonita,89909-000,89909-999,Não codificada por logradouros,Total do município
SC,Barra Velha,88390-000,88394-999,Não codificada por logradouros,Total do município
SC,Bela Vista do Toldo,89478-000,89479-999,Não codificada por logradouros,Total do município
SC,Belmonte,89925-000,89929-999,Não codificada por logradouros,Total do município
SC,Benedito Novo,89124-000,89125-999,Não codificada por logradouros,Total do município
SC,Biguaçu,88160-001,88179-999,Codificado por logradouros,Total do município
SC,Biguaçu,88160-001,88169-999,Codificada por logradouros,Exclusiva da sede urbana
SC,Blumenau,89000-001,89079-999,Codificado por logradouros,Total do município
SC,Blumenau,89000-001,89079-999,Codificada por logradouros,Exclusiva da sede urbana
SC,Bocaina do Sul,88538-000,88539-999,Não codificada por logradouros,Total do município
SC,Bom Jardim da Serra,88640-000,88649-999,Não codificada por logradouros,Total do município
SC,Bom Jesus,89824-000,89824-999,Não codificada por logradouros,Total do município
SC,Bom Jesus do Oeste,89873-000,89873-999,Não codificada por logradouros,Total do município
SC,Bom Retiro,88680-000,88699-999,Não codificada por logradouros,Total do município
SC,Bombinhas,88215-000,88219-999,Não codificada por logradouros,Total do município
SC,Botuverá,88295-000,88299-999,Não codificada por logradouros,Total do município
SC,Braço do Norte,88750-000,88759-999,Não codificada por logradouros,Total do município
SC,Braço do Trombudo,89178-000,89179-999,Não codificada por logradouros,Total do município
SC,Brunópolis,89634-000,89635-999,Não codificada por logradouros,Total do município
SC,Brusque,88350-001,88359-999,Codificado por logradouros,Total do município
SC,Brusque,88350-001,88359-999,Codificada por logradouros,Exclusiva da sede urbana
SC,Caçador,89500-001,89514-999,Codificado por logradouros,Total do município
SC,Caçador,89500-001,89514-999,Codificada por logradouros,Exclusiva da sede urbana
SC,Caibi,89888-000,89889-999,Não codificada por logradouros,Total do município
SC,Calmon,89430-000,89439-999,Não codificada por logradouros,Total do município
SC,Camboriú,88340-001,88349-999,Codificado por logradouros,Total do município
SC,Camboriú,88340-001,88349-999,Codificada por logradouros,Exclusiva da sede urbana
SC,Campo Alegre,89294-000,89294-999,Não codificada por logradouros,Total do município
SC,Campo Belo do Sul,88580-000,88584-999,Não codificada por logradouros,Total do município
SC,Campo Erê,89980-000,89980-999,Não codificada por logradouros,Total do município
SC,Campos Novos,89620-000,89632-999,Não codificada por logradouros,Total do município
SC,Canelinha,88230-000,88239-999,Não codificada por logradouros,Total do município
SC,Canoinhas,89460-001,89477-999,Codificado por logradouros,Total do município
SC,Canoinhas,89460-001,89477-999,Codificada por logradouros,Exclusiva da sede urbana
SC,Capão Alto,88548-000,88549-999,Não codificada por logradouros,Total do município
SC,Capinzal,89665-000,89666-999,Não codificada por logradouros,Total do município
SC,Capivari de Baixo,88745-000,88749-999,Não codificada por logradouros,Total do município
SC,Catanduvas,89670-000,89674-999,Não codificada por logradouros,Total do município
SC,Caxambu do Sul,89880-000,89881-999,Não codificada por logradouros,Total do município
SC,Celso Ramos,88598-000,88599-999,Não codificada por logradouros,Total do município
SC,Cerro Negro,88585-000,88589-999,Não codificada por logradouros,Total do município
SC,Chapadão do Lageado,88407-000,88409-999,Não codificada por logradouros,Total do município
SC,Chapecó,89800-001,89816-999,Codificado por logradouros,Total do município
SC,Chapecó,89800-001,89816-199,Codificada por logradouros,Exclusiva da sede urbana
SC,Cocal do Sul,88845-000,88849-999,Não codificada por logradouros,Total do município
SC,Concórdia,89700-001,89729-999,Codificado por logradouros,Total do município
SC,Concórdia,89700-001,89715-999,Codificada por logradouros,Exclusiva da sede urbana
SC,Cordilheira Alta,89819-000,89819-999,Não codificada por logradouros,Total do município
SC,Coronel Freitas,89840-000,89842-999,Não codificada por logradouros,Total do município
SC,Coronel Martins,89837-000,89837-999,Não codificada por logradouros,Total do município
SC,Correia Pinto,88535-000,88537-999,Não codificada por logradouros,Total do município
SC,Corupá,89278-000,89278-000,Codificado por logradouros,Total do município
SC,Corupá,89390-000,89393-999,Codificado por logradouros,Total do município
SC,Corupá,89390-001,89393-999,Codificada por logradouros,Exclusiva da sede urbana
SC,Criciúma,88800-001,88819-999,Codificado por logradouros,Total do município
SC,Criciúma,88800-001,88819-999,Codificada por logradouros,Exclusiva da sede urbana
SC,Cunha Porã,89890-000,89890-999,Não codificada por logradouros,Total do município
SC,Cunhataí,89886-000,89886-999,Não codificada por logradouros,Total do município
SC,Curitibanos,89520-000,89529-999,Não codificada por logradouros,Total do município
SC,Descanso,89910-000,89914-999,Não codificada por logradouros,Total do município
SC,Dionísio Cerqueira,89950-000,89969-999,Não codificada por logradouros,Total do município
SC,Dona Emma,89155-000,89156-999,Não codificada por logradouros,Total do município
SC,Doutor Pedrinho,89126-000,89127-999,Não codificada por logradouros,Total do município
SC,Entre Rios,89862-000,89864-999,Não codificada por logradouros,Total do município
SC,Ermo,88935-000,88939-999,Não codificada por logradouros,Total do município
